DATAFLOW,LAST UPDATE,freq,coicop,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100",Cyprus,2025-09,136.98,,
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100",Cyprus,2025-10,134.67,,
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100",Czechia,2024-11,190.1,,
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100",Czechia,2024-12,190.7,,
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100",Czechia,2025-01,191.3,,
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100",Czechia,2025-02,192.3,,
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100",Czechia,2025-03,193.5,,
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100",Czechia,2025-04,195.3,,
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100",Czechia,2025-05,196.7,,
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100",Czechia,2025-06,197.0,,
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100",Czechia,2025-07,197.8,,
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100",Czechia,2025-08,198.2,,
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100",Czechia,2025-09,199.0,,
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100",Czechia,2025-10,199.2,,
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100",Germany,2024-11,142.6,,
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100",Germany,2024-12,142.8,,
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100",Germany,2025-01,143.4,,
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100",Germany,2025-02,144.0,,
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100",Germany,2025-03,144.6,,
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100",Germany,2025-04,145.3,,
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100",Germany,2025-05,147.4,,
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100",Germany,2025-06,147.3,,
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100",Germany,2025-07,147.7,,
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100",Germany,2025-08,147.9,,
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100",Germany,2025-09,148.5,,
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100",Germany,2025-10,148.1,,
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100",Denmark,2024-11,128.6,,
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100",Denmark,2024-12,131.6,,
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100",Denmark,2025-01,131.6,,
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100",Denmark,2025-02,132.2,,
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100",Denmark,2025-03,131.2,,
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100",Denmark,2025-04,136.6,,
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100",Denmark,2025-05,133.0,,
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100",Denmark,2025-06,135.8,,
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100",Denmark,2025-07,144.7,,
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100",Denmark,2025-08,140.6,,
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100",Denmark,2025-09,134.8,,
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100",Denmark,2025-10,136.9,,
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2024-11,133.79,,
